example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
639,36,State-gov,Doctorate,16,Civilian spouse,Prof-specialty,Wife,0,36,Female,White,1,3,4,3,2,2,3,3,3,4,2,3,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
640,30,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,73,Male,White,1,3,2,4,4,3,3,2,1,2,3,2,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
641,40,Federal-gov,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,3,2,2,4,3,4,2,3,4,2,3,worker_171,worker_339,worker_297,worker_475,worker_655,worker_169,worker_640,worker_311,worker_406,worker_159,worker_403
642,53,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,36,Male,White,1,2,4,3,2,2,2,3,2,3,2,1,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
643,43,Private,Bachelors,13,Civilian spouse,Adm-clerical,Husband,0,40,Male,White,1,3,4,3,3,2,3,1,2,2,4,2,worker_300,worker_90,worker_514,worker_14,worker_107,worker_58,worker_144,worker_557,worker_105,worker_92,worker_307
644,66,Self-employed (not inc.),Prof-school,15,Civilian spouse,Prof-specialty,Husband,0,25,Male,White,1,3,1,4,4,2,2,4,3,1,2,2,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
645,38,Local-gov,Some-college,10,Civilian spouse,Tech-support,Husband,0,40,Male,White,1,3,3,4,2,2,2,2,2,3,3,2,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
646,60,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Farming-fishing,Husband,0,65,Male,White,1,1,2,4,1,3,2,2,3,3,2,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
647,59,Private,Doctorate,16,Civilian spouse,Prof-specialty,Husband,0,45,Male,White,1,4,4,4,4,4,3,4,4,4,4,4,worker_243,worker_472,worker_388,worker_85,worker_640,worker_198,worker_646,worker_421,worker_286,worker_253,worker_479
648,49,Private,Bachelors,13,Civilian spouse,Adm-clerical,Wife,0,40,Female,White,1,2,4,3,2,3,3,3,3,2,3,3,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
649,57,Self-employed (not inc.),Bachelors,13,Civilian spouse,Sales,Husband,0,50,Male,White,1,3,4,3,4,3,4,3,4,4,3,4,worker_39,worker_187,worker_103,worker_503,worker_640,worker_291,worker_571,worker_421,worker_230,worker_45,worker_216
650,54,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,5178,40,Male,White,1,2,3,3,3,4,3,3,3,3,3,1,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
651,51,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,1,3,2,2,3,3,3,3,2,4,2,2,worker_166,worker_169,worker_595,worker_108,worker_452,worker_512,worker_577,worker_289,worker_231,worker_137,worker_346
652,43,Self-employed (inc.),Bachelors,13,Civilian spouse,Sales,Husband,0,45,Male,White,1,3,4,3,3,3,4,4,3,3,2,3,worker_182,worker_373,worker_357,worker_449,worker_640,worker_455,worker_204,worker_190,worker_3,worker_70,worker_132
653,55,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,4,4,3,1,3,3,2,3,3,3,1,worker_513,worker_505,worker_44,worker_54,worker_554,worker_27,worker_640,worker_55,worker_19,worker_212,worker_144
654,42,Federal-gov,Masters,14,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,1,4,4,3,4,2,3,4,4,3,4,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
655,55,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,48,Male,White,1,2,2,3,4,4,2,3,3,3,3,3,worker_169,worker_459,worker_569,worker_253,worker_600,worker_640,worker_173,worker_462,worker_407,worker_430,worker_625
656,44,Private,Some-college,10,Civilian spouse,Sales,Husband,0,60,Male,White,1,3,3,2,3,4,4,4,4,4,3,3,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
657,35,Private,High-school-grad,9,Civilian spouse,Sales,Husband,0,55,Male,White,1,3,2,4,3,4,4,3,2,3,2,2,worker_166,worker_169,worker_595,worker_108,worker_452,worker_512,worker_577,worker_289,worker_231,worker_137,worker_346
658,35,Self-employed (inc.),Masters,14,Civilian spouse,Sales,Husband,0,45,Male,White,1,3,1,2,4,3,3,3,3,4,2,3,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
659,41,Local-gov,Masters,14,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,4,3,3,3,3,4,2,3,4,3,3,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
660,57,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Other-service,Wife,15024,40,Female,White,1,4,2,2,3,4,2,4,2,3,4,2,worker_253,worker_32,worker_283,worker_632,worker_640,worker_571,worker_233,worker_292,worker_428,worker_256,worker_95
661,61,Self-employed (not inc.),High-school,5,Civilian spouse,Sales,Husband,0,58,Male,White,1,3,3,3,4,3,4,2,2,3,4,2,worker_640,worker_484,worker_230,worker_255,worker_286,worker_654,worker_28,worker_48,worker_445,worker_382,worker_313
662,36,Private,Masters,14,Civilian spouse,Prof-specialty,Husband,0,60,Male,White,1,4,3,4,3,4,4,4,4,4,3,4,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
663,67,Private,High-school-grad,9,Widowed,Exec-managerial,Unmarried,0,38,Male,White,1,2,3,3,4,1,2,2,2,3,4,3,worker_182,worker_373,worker_357,worker_449,worker_640,worker_455,worker_204,worker_190,worker_3,worker_70,worker_132
664,46,Private,Bachelors,13,Civilian spouse,Tech-support,Husband,0,60,Male,White,1,4,3,4,4,4,4,3,4,2,4,3,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
665,38,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,60,Male,White,1,4,4,4,3,4,4,4,3,4,3,3,worker_84,worker_240,worker_640,worker_77,worker_14,worker_356,worker_517,worker_584,worker_343,worker_577,worker_408
666,43,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,2,2,3,2,2,2,2,3,1,2,3,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
667,37,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,90,Male,White,1,4,3,1,3,2,4,3,2,4,2,4,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
668,43,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,45,Male,White,1,3,2,4,3,4,4,3,4,3,2,4,worker_315,worker_258,worker_191,worker_145,worker_521,worker_259,worker_327,worker_238,worker_23,worker_640,worker_472
669,57,Self-employed (inc.),Prof-school,15,Civilian spouse,Prof-specialty,Husband,15024,60,Male,White,1,4,4,4,4,4,3,4,4,4,4,3,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
670,50,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,7298,50,Male,White,1,3,2,3,4,4,2,4,4,3,4,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
671,29,Private,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,1,3,4,4,2,1,3,3,4,2,3,worker_640,worker_37,worker_123,worker_617,worker_571,worker_380,worker_196,worker_564,worker_96,worker_124,worker_253
672,44,Private,Some-college,10,Civilian spouse,Sales,Wife,4386,40,Female,White,1,1,3,2,1,2,3,3,3,3,3,3,worker_385,worker_362,worker_370,worker_499,worker_257,worker_35,worker_541,worker_640,worker_214,worker_538,worker_197
673,40,Private,Assoc-voc,11,Civilian spouse,Exec-managerial,Husband,7688,44,Male,White,1,4,2,4,4,4,3,3,4,2,4,4,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
674,31,Local-gov,Some-college,10,Civilian spouse,Protective-serv,Husband,0,40,Male,White,1,2,3,2,3,3,2,2,2,2,3,3,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
675,63,Private,Some-college,10,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,3,3,3,4,2,4,4,3,4,1,2,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
676,48,Private,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,1,3,2,3,4,3,2,2,2,3,4,3,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
677,43,State-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,25236,64,Male,White,1,4,4,4,4,4,4,2,4,3,4,4,worker_36,worker_453,worker_379,worker_291,worker_34,worker_44,worker_563,worker_435,worker_239,worker_62,worker_571
678,29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,8614,45,Male,White,1,3,3,2,2,1,2,3,4,4,4,3,worker_576,worker_110,worker_606,worker_529,worker_621,worker_581,worker_477,worker_418,worker_454,worker_539,worker_86
679,35,Private,Masters,14,Never-married,Prof-specialty,Child,0,44,Male,White,1,2,4,4,3,3,3,4,4,2,3,4,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
680,37,Private,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,4,4,3,4,4,2,1,1,2,3,2,worker_14,worker_548,worker_253,worker_342,worker_383,worker_571,worker_640,worker_181,worker_73,worker_527,worker_310
681,48,Self-employed (inc.),Some-college,10,Civilian spouse,Sales,Husband,0,38,Male,White,1,4,2,2,3,2,2,4,2,2,3,1,worker_253,worker_32,worker_283,worker_632,worker_640,worker_571,worker_233,worker_292,worker_428,worker_256,worker_95
682,55,Private,High-school-grad,9,Civilian spouse,Sales,Wife,0,40,Female,White,1,1,2,2,2,2,2,1,3,2,2,4,worker_315,worker_258,worker_191,worker_145,worker_521,worker_259,worker_327,worker_238,worker_23,worker_640,worker_472
683,61,Self-employed (not inc.),Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,50,Female,White,1,2,3,2,1,4,3,2,3,4,2,1,worker_323,worker_106,worker_128,worker_393,worker_591,worker_292,worker_330,worker_400,worker_178,worker_374,worker_640
684,32,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,60,Male,White,1,3,3,4,3,2,4,3,3,4,2,2,worker_166,worker_169,worker_595,worker_108,worker_452,worker_512,worker_577,worker_289,worker_231,worker_137,worker_346
685,45,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,45,Male,White,1,4,4,3,4,3,4,4,3,4,4,4,worker_530,worker_101,worker_223,worker_221,worker_45,worker_158,worker_342,worker_492,worker_615,worker_49,worker_96
686,29,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,14344,40,Male,Black,1,3,2,3,2,2,2,4,2,4,2,3,worker_182,worker_373,worker_357,worker_449,worker_640,worker_455,worker_204,worker_190,worker_3,worker_70,worker_132
687,41,State-gov,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,2,3,1,3,3,2,3,4,3,4,4,worker_482,worker_589,worker_119,worker_114,worker_469,worker_640,worker_50,worker_389,worker_317,worker_60,worker_78
688,32,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,45,Male,White,1,4,3,3,4,2,3,3,3,4,1,2,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
689,44,Private,High-school,6,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,1,1,2,1,2,3,4,1,2,4,2,4,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
690,47,Private,Assoc-acdm,12,Civilian spouse,Adm-clerical,Wife,0,40,Female,White,1,2,3,2,2,1,1,3,2,2,3,4,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
691,28,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,4,4,3,3,4,2,3,2,2,3,3,worker_150,worker_96,worker_292,worker_208,worker_637,worker_611,worker_571,worker_346,worker_253,worker_640,worker_103
692,43,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,Black,1,1,1,1,2,2,4,3,1,3,3,3,worker_385,worker_362,worker_370,worker_499,worker_257,worker_35,worker_541,worker_640,worker_214,worker_538,worker_197
693,44,Private,High-school-grad,9,Civilian spouse,Exec-managerial,Wife,3103,40,Female,White,1,2,3,3,3,2,3,2,2,3,3,3,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
694,39,Self-employed (inc.),High-school-grad,9,Civilian spouse,Craft-repair,Husband,5178,50,Male,White,1,3,4,4,4,4,3,2,4,4,3,4,worker_640,worker_37,worker_123,worker_617,worker_571,worker_380,worker_196,worker_564,worker_96,worker_124,worker_253
695,52,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,4,3,3,3,3,4,4,2,3,2,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
696,43,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,8614,40,Male,White,1,4,3,3,4,3,4,2,3,4,4,3,worker_567,worker_366,worker_571,worker_253,worker_67,worker_545,worker_181,worker_640,worker_292,worker_353,worker_457
697,64,Self-employed (inc.),High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,3,4,3,4,3,2,4,1,3,2,4,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
698,49,Self-employed (inc.),Some-college,10,Civilian spouse,Sales,Husband,0,50,Male,White,1,4,3,4,3,3,3,2,3,2,3,4,worker_14,worker_548,worker_253,worker_342,worker_383,worker_571,worker_640,worker_181,worker_73,worker_527,worker_310
699,43,Self-employed (inc.),Doctorate,16,Never-married,Prof-specialty,Not-in-family,99999,45,Male,White,1,4,4,4,3,4,4,4,4,4,4,4,worker_640,worker_37,worker_123,worker_617,worker_571,worker_380,worker_196,worker_564,worker_96,worker_124,worker_253
700,50,State-gov,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,38,Male,White,1,2,3,4,2,3,2,1,4,3,3,3,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
701,24,Private,High-school-grad,9,Civilian spouse,Other-service,Husband,0,45,Male,White,1,2,1,1,2,2,2,1,3,2,2,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
702,62,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,20,Male,White,1,2,2,3,4,1,2,4,2,3,1,1,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
703,25,Private,Prim-middle-school,4,Civilian spouse,Farming-fishing,Husband,0,50,Male,White,1,3,2,2,1,2,2,2,2,3,3,4,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
704,46,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,3103,60,Male,White,1,2,3,3,4,4,2,3,2,4,2,2,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
705,50,Self-employed (inc.),Masters,14,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,1,3,4,4,4,3,4,4,2,4,2,4,worker_563,worker_335,worker_637,worker_640,worker_359,worker_338,worker_58,worker_516,worker_253,worker_646,worker_564
706,60,Federal-gov,Bachelors,13,Civilian spouse,Adm-clerical,Husband,0,40,Male,Black,1,3,3,4,4,3,4,3,4,3,4,4,worker_39,worker_187,worker_103,worker_503,worker_640,worker_291,worker_571,worker_421,worker_230,worker_45,worker_216
707,36,Local-gov,Some-college,10,Civilian spouse,Protective-serv,Husband,0,40,Male,White,1,3,4,2,2,3,2,3,2,3,3,3,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
708,53,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,55,Male,White,1,3,4,3,3,4,3,3,3,3,3,3,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
709,34,Self-employed (not inc.),Some-college,10,Civilian spouse,Craft-repair,Husband,0,55,Male,White,1,3,2,3,2,4,3,3,4,2,4,4,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
710,55,Self-employed (not inc.),Masters,14,Civilian spouse,Prof-specialty,Husband,7298,40,Male,White,1,4,4,3,3,4,3,4,4,2,3,4,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
711,42,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,60,Male,White,1,3,4,4,3,2,3,2,2,4,3,3,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
712,35,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,60,Male,White,1,3,4,2,2,4,4,3,3,3,3,3,worker_385,worker_362,worker_370,worker_499,worker_257,worker_35,worker_541,worker_640,worker_214,worker_538,worker_197
713,47,Local-gov,Some-college,10,Civilian spouse,Protective-serv,Husband,0,40,Male,White,1,3,3,3,4,3,2,4,3,3,3,4,worker_169,worker_459,worker_569,worker_253,worker_600,worker_640,worker_173,worker_462,worker_407,worker_430,worker_625
714,41,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,4,2,4,4,3,4,2,4,3,1,3,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
715,50,Self-employed (not inc.),Assoc-voc,11,Civilian spouse,Sales,Husband,0,60,Male,White,1,3,2,4,3,4,2,2,3,3,3,2,worker_640,worker_55,worker_173,worker_113,worker_253,worker_394,worker_42,worker_437,worker_474,worker_225,worker_134
716,49,Local-gov,Some-college,10,Civilian spouse,Handlers-cleaners,Husband,7298,40,Male,White,1,2,3,3,4,4,2,3,1,4,2,3,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
717,38,Private,Masters,14,Civilian spouse,Prof-specialty,Husband,7298,50,Male,White,1,4,3,4,4,4,4,4,4,3,3,2,worker_274,worker_478,worker_502,worker_332,worker_640,worker_455,worker_47,worker_169,worker_199,worker_644,worker_215
718,23,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,10520,40,Male,White,1,1,2,4,3,3,3,3,2,3,2,1,worker_577,worker_53,worker_544,worker_640,worker_617,worker_553,worker_305,worker_216,worker_455,worker_364,worker_182
719,41,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,48,Male,White,1,3,3,3,4,4,2,3,2,2,4,3,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
720,31,Self-employed (inc.),High-school-grad,9,Civilian spouse,Sales,Husband,0,50,Male,White,1,3,2,1,3,3,2,1,4,2,2,3,worker_5,worker_294,worker_136,worker_80,worker_533,worker_224,worker_184,worker_444,worker_318,worker_272,worker_270
721,43,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,3103,70,Male,White,1,3,1,4,3,4,4,4,2,4,4,4,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
722,29,Private,Masters,14,Civilian spouse,Sales,Husband,7298,40,Male,White,1,3,4,3,3,4,4,4,4,4,4,3,worker_300,worker_90,worker_514,worker_14,worker_107,worker_58,worker_144,worker_557,worker_105,worker_92,worker_307
